"Data";"Temperatura_Media";"Amplitude_Media";"Umidade_Media";"Vol_Chuva"
2015-12-02;23,7083333333333;1,63333333333333;79,4583333333333;0,4
2015-12-03;22,675;1,0625;81,625;9
2015-12-04;24,0416666666667;1,20416666666667;73,8333333333333;0
2015-12-05;23,2666666666667;1,69583333333333;75,5;7
2015-12-06;22,2;1,07083333333333;84,25;4
2015-12-07;21,8375;1,04583333333333;85,7083333333333;7,4
2015-12-08;23,0416666666667;1,24583333333333;82,5833333333333;7,6
2015-12-09;23,1875;0,9875;79,5416666666667;0,2
2015-12-10;21,6458333333333;1,12916666666667;84,875;10,4
2015-12-11;22,8625;0,991666666666667;79,9583333333333;0,2
2015-12-12;23,5666666666667;1,72083333333333;74,7083333333333;2
2015-12-13;22,6333333333333;1,2375;78,2083333333333;2,4
2015-12-14;25,1708333333333;1,32083333333333;67,6666666666667;0
2015-12-15;23,5166666666667;1,49166666666667;74,0833333333333;6,8
2015-12-16;22,3666666666667;0,720833333333333;83,4166666666667;3,2
2015-12-17;24,6708333333333;1,17083333333333;67;0
2015-12-18;25,7458333333333;1,60833333333333;56,7916666666667;0
2015-12-19;24,0125;1,4;67,7083333333333;0
2015-12-20;23,0833333333333;0,891666666666667;71,6666666666667;0
2015-12-21;24,3791666666667;1,37916666666667;69,1666666666667;9,4
2015-12-22;23,8416666666667;1,17916666666667;75,375;0
2015-12-23;24,3958333333333;1,175;72,1666666666667;0,6
2015-12-24;25,1375;1,15833333333333;67,0416666666667;0
2015-12-25;25,1083333333333;1,40416666666667;65,9166666666667;0
2015-12-26;22,325;1,15;82,375;1
2015-12-27;22,25;0,979166666666667;82,5416666666667;10,4
2015-12-28;21,2125;0,9;89,5;19,4
2015-12-29;20,2375;0,5125;92,7083333333333;26,6
2015-12-30;20,3583333333333;0,599999999999999;89,2916666666667;16,8
2015-12-31;22,2541666666667;1,09166666666667;84,5833333333333;8,4
2016-01-01;22,825;1,025;83,7916666666667;1,8
2016-01-02;23,1708333333333;1,29583333333333;84;28
2016-01-03;21,5;1,05416666666667;89,4583333333333;37,6
2016-01-04;22,0583333333333;1,025;86,375;2
2016-01-05;23,6916666666667;1,02916666666667;72,5;0
2016-01-06;24,2125;1,325;65,125;0
2016-01-07;24,65;1,5125;64,6666666666667;0
2016-01-08;24,2958333333333;1,44166666666667;72,8333333333333;0,4
2016-01-09;22,4791666666667;0,9125;88,2083333333333;28
2016-01-10;21,9375;1,1875;90,7083333333333;28,4
2016-01-11;21,2166666666667;0,45;92,7916666666667;18,2
2016-01-12;20,975;0,229166666666666;96,2083333333333;116,6
2016-01-13;22,1333333333333;0,583333333333334;93,1666666666667;36,4
2016-01-14;22,325;0,687499999999999;91,5833333333333;25,8
2016-01-15;21,6416666666667;0,3375;95,125;55,6
2016-01-16;21,8291666666667;0,9375;77,4166666666667;2,8
2016-01-17;21,425;1,0375;70,9166666666667;0
2016-01-18;21,7416666666667;0,958333333333333;75,2083333333333;1,4
2016-01-19;21,1583333333333;1,10833333333333;79,6666666666667;0
2016-01-20;21,6375;1,03333333333333;74,25;0
2016-01-21;22,0708333333333;1,14583333333333;69,25;0
2016-01-22;22,0125;1,30416666666667;63,125;0
2016-01-23;21,8583333333333;1,52083333333333;73,8333333333333;1,8
2016-01-24;22,6583333333333;1,44583333333333;74,5833333333333;25,4
2016-01-25;23,5666666666667;1,63333333333333;73,4166666666667;9
2016-01-26;24,0458333333333;1,34583333333333;76,625;7,6
2016-01-27;23,6416666666667;1,3;82,5;4,2
2016-01-28;23,175;1,12083333333333;79,125;0
2016-01-29;22,75;0,745833333333334;84,7083333333333;16,2
